market,commodity,date,price_per_kg,expected_price,flagged
Hagadera (Daadab),Beans (dry),2024-07-15,131.27,137.55,False
IFO (Daadab),Meat (goat),2024-07-15,714.58,660.87,False
HongKong (Kakuma),Rice,2024-07-15,135.0,170.0,False
HongKong (Kakuma),Wheat flour,2024-07-15,95.0,93.0,False
Kakuma 2,Maize flour,2024-07-15,75.0,75.0,False
HongKong (Kakuma),Maize flour,2024-07-15,80.0,86.67,False
Kakuma 3,Beans (dry),2024-07-15,150.0,162.5,False
IFO (Daadab),Maize,2024-07-15,72.45,77.36,False
Kakuma 3,Wheat flour,2024-07-15,87.5,97.0,False
Kakuma 4,Potatoes (Irish),2024-07-15,80.0,70.0,False
Kakuma 2,Wheat flour,2024-07-15,85.0,92.5,False
Kalobeyei (Village 2),Salt,2024-07-15,50.0,50.0,False
Kalobeyei (Village 2),Beans (dry),2024-07-15,130.0,145.0,False
Kakuma 4,Wheat flour,2024-07-15,90.0,95.5,False
Kalobeyei (Village 1),Beans (dry),2024-07-15,130.0,160.0,False
Kalobeyei (Village 1),Wheat flour,2024-07-15,95.0,100.0,False
Kalobeyei (Village 2),Rice,2024-07-15,110.0,130.0,False
Hagadera (Daadab),Potatoes (Irish),2024-07-15,71.76,74.87,False
Kalobeyei (Village 1),Maize flour,2024-08-15,85.0,90.0,False
IFO (Daadab),Sugar,2024-08-15,128.43,130.03,False
Ethiopia (Kakuma),Maize flour,2024-08-15,95.0,70.0,True
Mogadishu (Kakuma),Maize flour,2024-08-15,90.0,80.0,False
Kakuma 2,Salt,2024-08-15,47.5,50.0,False
Kakuma 3,Wheat flour,2024-08-15,93.33,87.5,False
Hagadera (Daadab),Maize,2024-08-15,66.47,61.76,False
Kakuma 3,Maize,2024-08-15,52.5,50.0,False
IFO (Daadab),Meat (camel),2024-08-15,612.77,625.56,False
HongKong (Kakuma),Rice,2024-08-15,155.0,135.0,False
Kalobeyei (Village 3),Maize flour,2024-08-15,70.0,80.0,False
HongKong (Kakuma),Wheat flour,2024-08-15,86.5,95.0,False
Kalobeyei (Village 3),Rice,2024-08-15,105.0,120.0,False
IFO (Daadab),Potatoes (Irish),2024-08-15,56.16,75.75,False
IFO (Daadab),Wheat flour,2024-08-15,100.0,100.0,False
HongKong (Kakuma),Sugar,2024-08-15,165.0,165.0,False
Kakuma 3,Rice,2024-08-15,163.33,147.5,False
Kalobeyei (Village 3),Wheat flour,2024-08-15,82.5,90.0,False
Mogadishu (Kakuma),Salt,2024-08-15,50.0,50.0,False
Kalobeyei (Village 2),Salt,2024-08-15,50.0,50.0,False
Hagadera (Daadab),Meat (goat),2024-08-15,750.0,723.75,False
Kakuma 3,Salt,2024-08-15,58.349999999999994,56.25,False
Kalobeyei (Village 2),Sugar,2024-08-15,125.0,135.0,False
Kalobeyei (Village 1),Sugar,2024-08-15,145.0,145.0,False
IFO (Daadab),Beans (dry),2024-08-15,130.28,134.14,False
Ethiopia (Kakuma),Rice,2024-08-15,125.0,100.0,False
Ethiopia (Kakuma),Wheat flour,2024-08-15,100.0,95.0,False
Kalobeyei (Village 1),Rice,2024-08-15,120.0,125.0,False
Kakuma 3,Beans (dry),2024-08-15,170.0,150.0,False
Hagadera (Daadab),Beans (dry),2024-08-15,126.28,131.27,False
Kakuma 4,Beans (dry),2024-08-15,176.67,150.0,False
HongKong (Kakuma),Salt,2024-08-15,60.0,62.5,False
Kakuma 4,Maize,2024-08-15,46.67,52.5,False
Kalobeyei (Village 3),Sugar,2024-08-15,125.0,140.0,False
Kakuma 4,Wheat flour,2024-08-15,86.67,90.0,False
Hagadera (Daadab),Potatoes (Irish),2024-08-15,65.81,71.76,False
Kalobeyei (Village 1),Beans (dry),2024-08-15,145.0,130.0,False
Kalobeyei (Village 3),Beans (dry),2024-08-15,130.0,140.0,False
Kalobeyei (Village 3),Salt,2024-08-15,60.0,50.0,False
Hagadera (Daadab),Maize flour,2024-08-15,92.74,96.41,False
Kakuma 4,Salt,2024-08-15,66.64999999999999,58.349999999999994,False
Kalobeyei (Village 2),Rice,2024-08-15,100.0,110.0,False
Hagadera (Daadab),Salt,2024-08-15,50.0,50.0,False
Kakuma 4,Potatoes (Irish),2024-08-15,80.0,80.0,False
Kalobeyei (Village 2),Beans (dry),2024-08-15,130.0,130.0,False
Hagadera (Daadab),Wheat flour,2024-08-15,99.32,100.0,False
Kakuma 2,Beans (dry),2024-08-15,150.0,130.0,False
Ethiopia (Kakuma),Maize,2024-08-15,65.0,55.0,False
Ethiopia (Kakuma),Sugar,2024-08-15,160.0,140.0,False
Kalobeyei (Village 2),Maize flour,2024-08-15,70.0,70.0,False
Kakuma 4,Maize flour,2024-08-15,80.0,75.0,False
Kakuma 2,Maize,2024-08-15,52.5,40.0,False
Kakuma 4,Sugar,2024-08-15,146.67,153.33,False
Kalobeyei (Village 1),Salt,2024-08-15,62.5,50.0,False
IFO (Daadab),Meat (goat),2024-08-15,646.77,714.58,True
Kakuma 2,Rice,2024-08-15,130.0,110.0,False
Ethiopia (Kakuma),Beans (dry),2024-08-15,165.0,165.0,False
Mogadishu (Kakuma),Sugar,2024-08-15,150.0,160.0,False
IFO (Daadab),Maize flour,2024-08-15,100.0,100.56,False
Hagadera (Daadab),Rice,2024-08-15,102.4,101.79,False
Kalobeyei (Village 2),Maize,2024-08-15,50.0,50.0,False
HongKong (Kakuma),Maize flour,2024-08-15,73.0,80.0,False
Ethiopia (Kakuma),Salt,2024-08-15,50.0,50.0,False
Kalobeyei (Village 1),Maize,2024-08-15,40.0,50.0,False
Kakuma 3,Sugar,2024-08-15,143.33,147.5,False
HongKong (Kakuma),Maize,2024-08-15,40.0,70.0,True
Kalobeyei (Village 2),Wheat flour,2024-08-15,80.0,85.0,False
Hagadera (Daadab),Meat (camel),2024-08-15,600.0,591.25,False
IFO (Daadab),Rice,2024-08-15,118.51,127.78,False
Kakuma 3,Maize flour,2024-08-15,73.33,72.5,False
Kalobeyei (Village 1),Wheat flour,2024-08-15,95.0,95.0,False
Kakuma 4,Rice,2024-08-15,140.0,140.0,False
Mogadishu (Kakuma),Rice,2024-08-15,190.0,165.0,False
Kakuma 2,Wheat flour,2024-08-15,77.5,85.0,False
Kakuma 2,Maize flour,2024-08-15,65.0,75.0,False
IFO (Daadab),Salt,2024-08-15,50.0,50.0,False
Hagadera (Daadab),Sugar,2024-08-15,129.03,132.98,False
IFO (Daadab),Maize,2024-08-15,70.0,72.45,False
Kalobeyei (Village 3),Rice,2024-09-15,160.0,105.0,True
IFO (Daadab),Meat (camel),2024-09-15,616.39,612.77,False
Kakuma 3,Maize,2024-09-15,50.0,52.5,False
Kalobeyei (Village 3),Salt,2024-09-15,50.0,60.0,False
IFO (Daadab),Salt,2024-09-15,50.0,50.0,False
Hagadera (Daadab),Maize,2024-09-15,60.0,66.47,False
Kakuma 3,Rice,2024-09-15,133.33,163.33,True
IFO (Daadab),Wheat flour,2024-09-15,99.97,100.0,False
Hagadera (Daadab),Potatoes (Irish),2024-09-15,70.91,65.81,False
Ethiopia (Kakuma),Salt,2024-09-15,50.0,50.0,False
IFO (Daadab),Rice,2024-09-15,115.41,118.51,False
Kakuma 3,Sugar,2024-09-15,134.0,143.33,False
Hagadera (Daadab),Sugar,2024-09-15,133.34,129.03,False
Ethiopia (Kakuma),Maize flour,2024-09-15,80.0,95.0,False
Mogadishu (Kakuma),Maize flour,2024-09-15,80.0,90.0,False
IFO (Daadab),Potatoes (Irish),2024-09-15,68.51,56.16,False
Kakuma 3,Salt,2024-09-15,52.5,58.349999999999994,False
Ethiopia (Kakuma),Rice,2024-09-15,110.0,125.0,False
IFO (Daadab),Meat (goat),2024-09-15,681.94,646.77,False
Kakuma 2,Beans (dry),2024-09-15,145.0,150.0,False
Hagadera (Daadab),Maize flour,2024-09-15,94.51,92.74,False
Kakuma 2,Maize,2024-09-15,50.0,52.5,False
Kakuma 3,Maize flour,2024-09-15,74.17,73.33,False
Kalobeyei (Village 2),Salt,2024-09-15,56.25,50.0,False
Kalobeyei (Village 2),Rice,2024-09-15,152.5,100.0,False
Kakuma 4,Potatoes (Irish),2024-09-15,70.0,80.0,False
Kalobeyei (Village 2),Maize flour,2024-09-15,75.0,70.0,False
Ethiopia (Kakuma),Maize,2024-09-15,55.0,65.0,False
Ethiopia (Kakuma),Sugar,2024-09-15,136.5,160.0,False
Kakuma 3,Meat (beef),2024-09-15,600.0,550.0,False
IFO (Daadab),Maize flour,2024-09-15,100.27,100.0,False
Kakuma 4,Rice,2024-09-15,140.0,140.0,False
Kalobeyei (Village 2),Maize,2024-09-15,55.0,50.0,False
Hagadera (Daadab),Salt,2024-09-15,50.0,50.0,False
Kalobeyei (Village 3),Wheat flour,2024-09-15,75.0,82.5,False
Kakuma 2,Wheat flour,2024-09-15,86.0,77.5,False
Hagadera (Daadab),Beans (dry),2024-09-15,125.78,126.28,False
Kakuma 4,Maize flour,2024-09-15,75.0,80.0,False
Kakuma 3,Meat (goat),2024-09-15,800.0,750.0,False
Kakuma 3,Potatoes (Irish),2024-09-15,76.67,106.67,False
Kalobeyei (Village 3),Beans (dry),2024-09-15,120.0,130.0,False
Kakuma 4,Maize,2024-09-15,47.5,46.67,False
HongKong (Kakuma),Maize flour,2024-09-15,75.0,73.0,False
Kalobeyei (Village 3),Sugar,2024-09-15,125.0,125.0,False
Hagadera (Daadab),Wheat flour,2024-09-15,99.91,99.32,False
Ethiopia (Kakuma),Beans (dry),2024-09-15,150.0,165.0,False
IFO (Daadab),Beans (dry),2024-09-15,125.47,130.28,False
HongKong (Kakuma),Beans (dry),2024-09-15,180.0,165.0,False
Kakuma 4,Wheat flour,2024-09-15,92.75,86.67,False
Kakuma 4,Beans (dry),2024-09-15,170.0,176.67,False
Kakuma 2,Salt,2024-09-15,55.0,47.5,False
Kakuma 2,Rice,2024-09-15,160.0,130.0,False
Kakuma 2,Maize flour,2024-09-15,80.0,65.0,False
IFO (Daadab),Maize,2024-09-15,70.0,70.0,False
HongKong (Kakuma),Sugar,2024-09-15,151.5,165.0,False
IFO (Daadab),Sugar,2024-09-15,123.08,128.43,False
Mogadishu (Kakuma),Rice,2024-09-15,180.0,190.0,False
HongKong (Kakuma),Salt,2024-09-15,56.25,60.0,False
Kalobeyei (Village 1),Potatoes (Irish),2024-09-15,100.0,120.0,False
Kalobeyei (Village 1),Rice,2024-09-15,105.0,120.0,False
Kakuma 2,Potatoes (Irish),2024-09-15,100.0,70.0,True
Mogadishu (Kakuma),Sugar,2024-09-15,140.0,150.0,False
Mogadishu (Kakuma),Salt,2024-09-15,50.0,50.0,False
Kakuma 4,Sugar,2024-09-15,145.0,146.67,False
Kalobeyei (Village 1),Salt,2024-09-15,50.0,62.5,False
Kalobeyei (Village 1),Beans (dry),2024-09-15,135.0,145.0,False
Hagadera (Daadab),Meat (goat),2024-09-15,700.0,750.0,False
Kalobeyei (Village 2),Sugar,2024-09-15,143.5,125.0,False
Kakuma 3,Beans (dry),2024-09-15,150.0,170.0,False
Kakuma 3,Wheat flour,2024-09-15,85.5,93.33,False
Hagadera (Daadab),Meat (camel),2024-09-15,550.0,600.0,False
Kalobeyei (Village 2),Wheat flour,2024-09-15,83.5,80.0,False
Ethiopia (Kakuma),Wheat flour,2024-09-15,86.5,100.0,False
Hagadera (Daadab),Rice,2024-09-15,99.9,102.4,False
Mogadishu (Kakuma),Beans (dry),2024-09-15,150.0,164.0,False
HongKong (Kakuma),Rice,2024-09-15,140.0,155.0,False
HongKong (Kakuma),Wheat flour,2024-09-15,91.5,86.5,False
Kakuma 4,Salt,2024-09-15,69.4,66.64999999999999,False
Kalobeyei (Village 1),Maize flour,2024-09-15,75.0,85.0,False
Kalobeyei (Village 1),Maize,2024-09-15,42.5,40.0,False
HongKong (Kakuma),Maize,2024-09-15,50.0,40.0,False
Kalobeyei (Village 2),Beans (dry),2024-09-15,160.0,130.0,False
Kalobeyei (Village 1),Wheat flour,2024-09-15,92.5,95.0,False
Kalobeyei (Village 1),Sugar,2024-09-15,134.0,145.0,False
Kakuma 2,Salt,2024-10-15,50.0,55.0,False
Kakuma 4,Maize flour,2024-10-15,77.5,75.0,False
Hagadera (Daadab),Rice,2024-10-15,100.94,99.9,False
Kakuma 3,Meat (goat),2024-10-15,800.0,800.0,False
Mogadishu (Kakuma),Maize flour,2024-10-15,70.0,80.0,False
Ethiopia (Kakuma),Beans (dry),2024-10-15,150.0,150.0,False
Kakuma 2,Maize flour,2024-10-15,75.0,80.0,False
Kakuma 4,Maize,2024-10-15,50.0,47.5,False
IFO (Daadab),Potatoes (Irish),2024-10-15,74.73,68.51,False
Hagadera (Daadab),Potatoes (Irish),2024-10-15,70.22,70.91,False
Hagadera (Daadab),Wheat flour,2024-10-15,99.79,99.91,False
Kakuma 2,Wheat flour,2024-10-15,85.0,86.0,False
Kakuma 4,Wheat flour,2024-10-15,90.0,92.75,False
HongKong (Kakuma),Sugar,2024-10-15,150.0,151.5,False
Kakuma 4,Sugar,2024-10-15,142.5,145.0,False
Kakuma 3,Meat (beef),2024-10-15,600.0,600.0,False
HongKong (Kakuma),Beans (dry),2024-10-15,165.0,180.0,False
Kalobeyei (Village 3),Sugar,2024-10-15,130.0,125.0,False
Kakuma 4,Beans (dry),2024-10-15,147.5,170.0,False
Hagadera (Daadab),Meat (goat),2024-10-15,775.0,700.0,False
IFO (Daadab),Maize flour,2024-10-15,100.09,100.27,False
Kalobeyei (Village 3),Wheat flour,2024-10-15,90.0,75.0,False
Kakuma 3,Beans (dry),2024-10-15,158.0,150.0,False
Hagadera (Daadab),Beans (dry),2024-10-15,123.94,125.78,False
Ethiopia (Kakuma),Wheat flour,2024-10-15,90.0,86.5,False
Hagadera (Daadab),Sugar,2024-10-15,125.19,133.34,False
IFO (Daadab),Beans (dry),2024-10-15,125.22,125.47,False
Kakuma 3,Wheat flour,2024-10-15,84.0,85.5,False
Kalobeyei (Village 1),Beans (dry),2024-10-15,117.5,135.0,False
Kalobeyei (Village 1),Wheat flour,2024-10-15,80.0,92.5,False
Kalobeyei (Village 1),Rice,2024-10-15,110.0,105.0,False
Hagadera (Daadab),Meat (camel),2024-10-15,600.0,550.0,False
Kakuma 2,Beans (dry),2024-10-15,145.0,145.0,False
Mogadishu (Kakuma),Beans (dry),2024-10-15,130.0,150.0,False
IFO (Daadab),Meat (goat),2024-10-15,737.1,681.94,False
Ethiopia (Kakuma),Maize flour,2024-10-15,76.67,80.0,False
Kakuma 4,Salt,2024-10-15,68.75,69.4,False
Kakuma 3,Salt,2024-10-15,50.0,52.5,False
Kakuma 3,Sugar,2024-10-15,134.0,134.0,False
HongKong (Kakuma),Salt,2024-10-15,50.0,56.25,False
Kalobeyei (Village 3),Beans (dry),2024-10-15,130.0,120.0,False
Hagadera (Daadab),Maize flour,2024-10-15,89.74,94.51,False
Kalobeyei (Village 1),Salt,2024-10-15,56.25,50.0,False
Ethiopia (Kakuma),Maize,2024-10-15,80.0,55.0,False
Mogadishu (Kakuma),Sugar,2024-10-15,130.0,140.0,False
Ethiopia (Kakuma),Salt,2024-10-15,50.0,50.0,False
Kakuma 2,Maize,2024-10-15,45.0,50.0,False
Kalobeyei (Village 3),Salt,2024-10-15,50.0,50.0,False
Kalobeyei (Village 1),Maize,2024-10-15,43.33,42.5,False
IFO (Daadab),Rice,2024-10-15,111.76,115.41,False
Hagadera (Daadab),Salt,2024-10-15,50.0,50.0,False
Kakuma 2,Sugar,2024-10-15,125.0,130.0,False
Ethiopia (Kakuma),Sugar,2024-10-15,140.0,136.5,False
Mogadishu (Kakuma),Salt,2024-10-15,50.0,50.0,False
IFO (Daadab),Meat (camel),2024-10-15,627.42,616.39,False
Ethiopia (Kakuma),Rice,2024-10-15,146.67,110.0,False
HongKong (Kakuma),Maize flour,2024-10-15,75.0,75.0,False
Kakuma 3,Maize flour,2024-10-15,74.0,74.17,False
Kakuma 2,Potatoes (Irish),2024-10-15,80.0,100.0,False
Kalobeyei (Village 3),Maize flour,2024-10-15,80.0,70.0,False
Kalobeyei (Village 1),Maize flour,2024-10-15,72.5,75.0,False
IFO (Daadab),Maize,2024-10-15,70.97,70.0,False
Kakuma 3,Maize,2024-10-15,47.5,50.0,False
Kalobeyei (Village 1),Potatoes (Irish),2024-10-15,75.0,100.0,False
HongKong (Kakuma),Rice,2024-10-15,140.0,140.0,False
Kakuma 2,Rice,2024-10-15,140.0,160.0,False
IFO (Daadab),Wheat flour,2024-10-15,99.41,99.97,False
Kalobeyei (Village 1),Sugar,2024-10-15,127.5,134.0,False
HongKong (Kakuma),Wheat flour,2024-10-15,80.0,91.5,False
IFO (Daadab),Salt,2024-10-15,50.0,50.0,False
Kakuma 3,Rice,2024-10-15,134.0,133.33,False
Kakuma 4,Rice,2024-10-15,142.5,140.0,False
Kalobeyei (Village 3),Rice,2024-10-15,100.0,160.0,True
IFO (Daadab),Sugar,2024-10-15,125.78,123.08,False
Mogadishu (Kakuma),Rice,2024-10-15,120.0,180.0,True
Kalobeyei (Village 3),Maize flour,2024-11-15,80.0,80.0,False
Kalobeyei (Village 3),Beans (dry),2024-11-15,113.33,130.0,False
IFO (Daadab),Potatoes (Irish),2024-11-15,74.69,74.73,False
HongKong (Kakuma),Sugar,2024-11-15,155.0,150.0,False
Kalobeyei (Village 2),Rice,2024-11-15,117.5,152.5,False
IFO (Daadab),Beans (dry),2024-11-15,122.27,125.22,False
Kalobeyei (Village 3),Salt,2024-11-15,50.0,50.0,False
Kalobeyei (Village 2),Sugar,2024-11-15,147.5,143.5,False
Hagadera (Daadab),Meat (goat),2024-11-15,700.0,775.0,False
Kakuma 3,Maize flour,2024-11-15,78.89,74.0,False
Kalobeyei (Village 1),Beans (dry),2024-11-15,147.14,117.5,False
Hagadera (Daadab),Maize flour,2024-11-15,86.37,89.74,False
Kakuma 3,Beans (dry),2024-11-15,148.89,158.0,False
Kakuma 3,Wheat flour,2024-11-15,87.78,84.0,False
Hagadera (Daadab),Meat (camel),2024-11-15,600.0,600.0,False
Mogadishu (Kakuma),Beans (dry),2024-11-15,172.5,130.0,True
Kalobeyei (Village 2),Wheat flour,2024-11-15,90.0,83.5,False
IFO (Daadab),Salt,2024-11-15,50.0,50.0,False
Kalobeyei (Village 1),Wheat flour,2024-11-15,91.43,80.0,False
Ethiopia (Kakuma),Rice,2024-11-15,143.33,146.67,False
Kalobeyei (Village 1),Maize,2024-11-15,55.0,43.33,False
Kalobeyei (Village 2),Maize flour,2024-11-15,73.33,75.0,False
IFO (Daadab),Maize flour,2024-11-15,100.92,100.09,False
Kalobeyei (Village 3),Wheat flour,2024-11-15,90.0,90.0,False
Kalobeyei (Village 2),Maize,2024-11-15,50.0,55.0,False
Kalobeyei (Village 3),Sugar,2024-11-15,146.67,130.0,False
Ethiopia (Kakuma),Beans (dry),2024-11-15,150.0,150.0,False
Kalobeyei (Village 2),Beans (dry),2024-11-15,146.67,160.0,False
Kalobeyei (Village 1),Sugar,2024-11-15,147.14,127.5,False
Kalobeyei (Village 2),Salt,2024-11-15,50.0,56.25,False
Kalobeyei (Village 1),Salt,2024-11-15,50.0,56.25,False
IFO (Daadab),Meat (camel),2024-11-15,602.33,627.42,False
Kalobeyei (Village 3),Rice,2024-11-15,126.67,100.0,False
Mogadishu (Kakuma),Sugar,2024-11-15,162.5,130.0,False
IFO (Daadab),Maize,2024-11-15,70.0,70.97,False
HongKong (Kakuma),Wheat flour,2024-11-15,85.0,80.0,False
IFO (Daadab),Rice,2024-11-15,112.63,111.76,False
HongKong (Kakuma),Maize flour,2024-11-15,75.0,75.0,False
Kakuma 3,Sugar,2024-11-15,151.11,134.0,False
IFO (Daadab),Sugar,2024-11-15,122.74,125.78,False
Hagadera (Daadab),Wheat flour,2024-11-15,97.09,99.79,False
Kakuma 4,Maize flour,2024-11-15,78.0,77.5,False
Kakuma 4,Sugar,2024-11-15,152.0,142.5,False
Kakuma 4,Maize,2024-11-15,55.0,50.0,False
Mogadishu (Kakuma),Maize flour,2024-11-15,85.0,70.0,False
IFO (Daadab),Wheat flour,2024-11-15,99.7,99.41,False
Kakuma 3,Meat (goat),2024-11-15,716.67,800.0,False
Hagadera (Daadab),Rice,2024-11-15,99.5,100.94,False
Kakuma 3,Potatoes (Irish),2024-11-15,92.0,76.67,False
Kakuma 3,Meat (beef),2024-11-15,600.0,600.0,False
Ethiopia (Kakuma),Salt,2024-11-15,58.349999999999994,50.0,False
Ethiopia (Kakuma),Wheat flour,2024-11-15,96.67,90.0,False
HongKong (Kakuma),Salt,2024-11-15,50.0,50.0,False
Kalobeyei (Village 1),Potatoes (Irish),2024-11-15,88.33,75.0,False
Kalobeyei (Village 1),Rice,2024-11-15,150.0,110.0,True
Hagadera (Daadab),Beans (dry),2024-11-15,122.63,123.94,False
Ethiopia (Kakuma),Sugar,2024-11-15,150.0,140.0,False
Ethiopia (Kakuma),Maize flour,2024-11-15,80.0,76.67,False
Mogadishu (Kakuma),Salt,2024-11-15,50.0,50.0,False
Kakuma 4,Potatoes (Irish),2024-11-15,80.0,70.0,False
Ethiopia (Kakuma),Maize,2024-11-15,50.0,80.0,False
Kakuma 3,Salt,2024-11-15,50.0,50.0,False
Kalobeyei (Village 1),Maize flour,2024-11-15,84.29,72.5,False
Kakuma 3,Maize,2024-11-15,58.33,47.5,False
Hagadera (Daadab),Maize,2024-11-15,60.0,60.0,False
HongKong (Kakuma),Rice,2024-11-15,165.0,140.0,False
HongKong (Kakuma),Beans (dry),2024-11-15,165.0,165.0,False
Kakuma 4,Beans (dry),2024-11-15,148.0,147.5,False
Kakuma 3,Rice,2024-11-15,147.78,134.0,False
Hagadera (Daadab),Potatoes (Irish),2024-11-15,69.14,70.22,False
Hagadera (Daadab),Sugar,2024-11-15,123.5,125.19,False
Kakuma 4,Rice,2024-11-15,154.0,142.5,False
Mogadishu (Kakuma),Rice,2024-11-15,165.0,120.0,False
IFO (Daadab),Meat (goat),2024-11-15,600.0,737.1,True
Hagadera (Daadab),Salt,2024-11-15,50.0,50.0,False
Kakuma 4,Salt,2024-11-15,65.0,68.75,False
Kakuma 4,Wheat flour,2024-11-15,83.0,90.0,False
Ethiopia (Kakuma),Sugar,2024-12-15,156.0,150.0,False
IFO (Daadab),Rice,2024-12-15,121.0,112.63,False
Kakuma 3,Maize flour,2024-12-15,80.0,78.89,False
Kalobeyei (Village 3),Wheat flour,2024-12-15,84.83,90.0,False
Kakuma 3,Meat (beef),2024-12-15,633.33,600.0,False
Kalobeyei (Village 1),Wheat flour,2024-12-15,88.75,91.43,False
Kalobeyei (Village 3),Sugar,2024-12-15,141.83,146.67,False
Ethiopia (Kakuma),Wheat flour,2024-12-15,93.0,96.67,False
IFO (Daadab),Wheat flour,2024-12-15,100.01,99.7,False
Kakuma 3,Potatoes (Irish),2024-12-15,80.0,92.0,False
Mogadishu (Kakuma),Salt,2024-12-15,56.25,50.0,False
Kalobeyei (Village 3),Salt,2024-12-15,50.0,50.0,False
Hagadera (Daadab),Beans (dry),2024-12-15,123.44,122.63,False
HongKong (Kakuma),Beans (dry),2024-12-15,154.79,165.0,False
HongKong (Kakuma),Salt,2024-12-15,50.0,50.0,False
IFO (Daadab),Beans (dry),2024-12-15,121.9,122.27,False
Kalobeyei (Village 1),Beans (dry),2024-12-15,130.0,147.14,False
Ethiopia (Kakuma),Salt,2024-12-15,50.0,58.349999999999994,False
Kalobeyei (Village 1),Rice,2024-12-15,107.5,150.0,True
Kakuma 3,Maize,2024-12-15,60.0,58.33,False
Kalobeyei (Village 3),Rice,2024-12-15,93.33,126.67,False
HongKong (Kakuma),Sugar,2024-12-15,150.31,155.0,False
Kakuma 3,Salt,2024-12-15,50.0,50.0,False
Ethiopia (Kakuma),Beans (dry),2024-12-15,150.0,150.0,False
Kakuma 4,Wheat flour,2024-12-15,84.83,83.0,False
Kalobeyei (Village 3),Maize flour,2024-12-15,76.67,80.0,False
Mogadishu (Kakuma),Sugar,2024-12-15,157.5,162.5,False
Kakuma 2,Maize flour,2024-12-15,80.0,75.0,False
Kalobeyei (Village 2),Maize,2024-12-15,55.5,50.0,False
Ethiopia (Kakuma),Rice,2024-12-15,90.0,143.33,False
Kalobeyei (Village 1),Potatoes (Irish),2024-12-15,85.0,88.33,False
Kalobeyei (Village 3),Beans (dry),2024-12-15,110.0,113.33,False
IFO (Daadab),Meat (camel),2024-12-15,622.58,602.33,False
Hagadera (Daadab),Maize flour,2024-12-15,95.62,86.37,False
Kakuma 3,Sugar,2024-12-15,149.83,151.11,False
Kakuma 2,Potatoes (Irish),2024-12-15,70.0,80.0,False
Kalobeyei (Village 1),Sugar,2024-12-15,149.75,147.14,False
Kalobeyei (Village 2),Wheat flour,2024-12-15,94.17,90.0,False
Kakuma 4,Sugar,2024-12-15,158.33,152.0,False
Kakuma 3,Rice,2024-12-15,126.67,147.78,False
Mogadishu (Kakuma),Beans (dry),2024-12-15,152.5,172.5,False
Kakuma 2,Salt,2024-12-15,50.0,50.0,False
Kakuma 2,Rice,2024-12-15,150.0,140.0,False
Kakuma 4,Rice,2024-12-15,116.67,154.0,False
Kakuma 2,Sugar,2024-12-15,149.0,125.0,False
Hagadera (Daadab),Potatoes (Irish),2024-12-15,67.54,69.14,False
Kalobeyei (Village 1),Salt,2024-12-15,50.0,50.0,False
Kakuma 3,Wheat flour,2024-12-15,86.67,87.78,False
HongKong (Kakuma),Rice,2024-12-15,154.79,165.0,False
Kalobeyei (Village 2),Salt,2024-12-15,66.64999999999999,50.0,False
Kakuma 4,Salt,2024-12-15,79.14999999999999,65.0,False
Hagadera (Daadab),Salt,2024-12-15,50.0,50.0,False
Hagadera (Daadab),Meat (goat),2024-12-15,800.0,700.0,False
HongKong (Kakuma),Maize,2024-12-15,56.67,50.0,False
IFO (Daadab),Potatoes (Irish),2024-12-15,65.71,74.69,False
Kakuma 3,Beans (dry),2024-12-15,120.0,148.89,False
Kalobeyei (Village 2),Sugar,2024-12-15,149.17,147.5,False
Kakuma 4,Beans (dry),2024-12-15,146.67,148.0,False
Mogadishu (Kakuma),Rice,2024-12-15,145.0,165.0,False
Kalobeyei (Village 2),Beans (dry),2024-12-15,145.0,146.67,False
Hagadera (Daadab),Meat (camel),2024-12-15,643.75,600.0,False
Kakuma 2,Maize,2024-12-15,50.0,45.0,False
Kakuma 2,Beans (dry),2024-12-15,150.0,145.0,False
IFO (Daadab),Salt,2024-12-15,50.0,50.0,False
Kakuma 4,Potatoes (Irish),2024-12-15,83.33,80.0,False
HongKong (Kakuma),Maize flour,2024-12-15,79.38,75.0,False
Hagadera (Daadab),Wheat flour,2024-12-15,99.62,97.09,False
Mogadishu (Kakuma),Maize flour,2024-12-15,77.5,85.0,False
Kalobeyei (Village 1),Maize flour,2024-12-15,76.25,84.29,False
HongKong (Kakuma),Wheat flour,2024-12-15,91.46,85.0,False
Kakuma 4,Maize,2024-12-15,50.0,55.0,False
Kalobeyei (Village 1),Maize,2024-12-15,48.75,55.0,False
IFO (Daadab),Sugar,2024-12-15,120.93,122.74,False
Kalobeyei (Village 2),Rice,2024-12-15,115.0,117.5,False
IFO (Daadab),Maize,2024-12-15,70.0,70.0,False
Hagadera (Daadab),Sugar,2024-12-15,121.28,123.5,False
IFO (Daadab),Maize flour,2024-12-15,99.77,100.92,False
Hagadera (Daadab),Rice,2024-12-15,100.61,99.5,False
IFO (Daadab),Meat (goat),2024-12-15,658.33,600.0,False
Ethiopia (Kakuma),Maize flour,2024-12-15,75.0,80.0,False
Kakuma 2,Wheat flour,2024-12-15,90.0,85.0,False
Ethiopia (Kakuma),Maize,2024-12-15,65.0,50.0,False
Kakuma 4,Maize flour,2024-12-15,76.67,78.0,False
Kalobeyei (Village 2),Maize flour,2024-12-15,78.33,73.33,False
Kalobeyei (Village 2),Salt,2025-01-15,50.0,66.64999999999999,False
